,reviews,date,clean_review,sentiment
79,"✅ Trip Verified |  Jakarta to Denpasar BaliS on 06 January 2021 as part of Family trip to SE Asia. Bali requires a valid PCR Test to enter and we were told to validate our papers at a validation desk at the airport before we can even check-in. Check in was done really quick. We waited at a gate area where there were 3 other airplanes were parked so it was quite crowded and only after other flights took off we were able to get some seats close to the gate. The boarding was done old style, Business class first then Economy all at the same time. However they did not announce to prepare the PCR Test to show at the gate, so after we showed them our passports I have to fish for the PCR Test papers from my rolling bag for the gate agent when we were already at the gate and she asked for it. Or perhaps she just did it randomly because we're not locals, I don't know. The airplane is a 9 year old B738 (PK-GFS) that is still in good condition and clean, however we still sanitize the tray table, seatbelts, screen and armrest with Clorox wipes. The seats are large with ample legroom, and the touch screen even though smaller but still very bright and watchable. They do not have a large selection of movies and music available but more than enough for this short 1.5 hours flight. They still use the two-prong jack so we cannot use our wireless transmitter (3.5"" jack) and bluetooth headphones, but have to use the provided free headphones. The FAs were very courteous and polite, they are super friendly and helpful, and also cheerful in their disposition when interacting with passengers. No wonder GA FA's won awards years in a row for being the best FA in the world! Even for this short flight we got a snack box with savory pastry, cake and a granola bar, and a bottle of water. The FA's also offer drink service along with the snack box. They apologized that due to Covid-19 they can no longer offer hot meal but only snack box in this (short) flight. Very good engagement, again, makes me realize why they were the best FAs! We left 27 minutes behind schedule due to some late passengers, but were able to arrive 12:26 PM local time, 14 minutes early from our scheduled arrival. Even in this short flight the service is great, and the spacious seats and (even though rather limited) entertainment makes flying Garuda Indonesia a great experience. Other airlines especially in US should learn a lot from Garuda on how to make a flight that is enjoyed and not dreaded by their passengers.",2021-02-05,jakarta denpasar bali 06 january 2021 part family trip se asia bali require valid pcr test enter told validate paper validation desk airport even checkin check do really quick wait gate area 3 airplane park quite crowd flight take able get seat close gate boarding do old style business class first economy time however announce prepare pcr test show gate show passport fish pcr test paper roll bag gate agent already gate ask perhaps randomly local dont know airplane 9 year old b738 pkgfs still good condition clean however still sanitize tray table seatbelt screen armrest clorox wipe seat large ample legroom touch screen even though small still bright watchable large selection movie music available enough short 15 hour flight still use twoprong jack use wireless transmitter 35 jack bluetooth headphone use provide free headphone fa courteous polite super friendly helpful also cheerful disposition interact passenger wonder ga fa award year row best fa world even short flight get snack box savory pastry cake granola bar bottle water fa also offer drink service along snack box apologize due covid19 longer offer hot meal snack box short flight good engagement make realize best fa left 27 minute behind schedule due late passenger able arrive 1226 pm local time 14 minute early schedule arrival even short flight service great spacious seat even though rather limited entertainment make fly garuda indonesia great experience airline especially us learn lot garuda make flight enjoy dread passenger,Positive
80,"Not Verified |  I booked Garuda to fly back from Bali - Auckland for Dec 2, and a week before departure they changed one flight of the four flights required to return, by a week. Meaning, we got to Melbourne, then had to stay there for a week (which was impossible due to Covid restrictions), but then our flights to NZ were still scheduled to leave the week before. We had no choice but to cancel the flights because it was completely impossible to return! Then, when we cancelled and used an alternative provider, they offered us a 'Travel Credit', which a) we have no intention to use in the next 12 months as travelling is virtually impossible at this stage, and b) we want to refund because we won't be able to use it. They then, would not provide a refund at all, and all my efforts to contact them to resolve this have landed on deaf ears - they completely ignore me! As you can see, I am very frustrated at this ridiculous service. They will change your flights, make it impossible, then when you have to cancel with them because it becomes impossible to travel, they will issue you a 'travel credit', rather than give your money back. ",2021-01-10,book garuda fly back bali auckland dec 2 week departure change one flight four flight require return week meaning get melbourne stay week impossible due covid restriction flight nz still schedule leave week choice cancel flight completely impossible return cancel use alternative provider offer us travel credit intention use next 12 month travel virtually impossible stage b want refund wont able use would provide refund effort contact resolve land deaf ear completely ignore see frustrate ridiculous service change flight make impossible cancel becomes impossible travel issue travel credit rather give money back,Negative
81,✅ Trip Verified |  I booked a ticket to Surabaya for a journey on 4 November 2020. On 7 September they mailed me that the schedule was changed. I contacted the airline's customer service and asked them for a refund. They rejected to give my money back and offer a travel voucher which is valid for a limited time. The voucher cannot be converted to cash neither it can be used to buy anything from other than Garuda's products/services. ,2020-09-07,book ticket surabaya journey 4 november 2020 7 september mail schedule change contact airline customer service ask refund reject give money back offer travel voucher valid limited time voucher convert cash neither use buy anything garuda productsservices,Negative
82,"✅ Trip Verified |  I have previously flown with Garuda to Bali several times and was happy with the service.  This year we had to cancel our trip due to my wife being diagnosed with Cancer. Garuda has promised to provide a refund but keep avoiding paying the refund. Allianz travel insurance would cover the cost of the flights but won't because Garuda promised a refund. I have been trying to get a refund since March. I email Garuda every week and keep getting the same response; ""we do apologize for the inconvenience. Regarding your inquiry is being internally process, currently we are still waiting for confirmation and we will inform you shortly after we get the information"". ",2020-07-14,previously flown garuda bali several time happy service year cancel trip due wife diagnose cancer garuda promise provide refund keep avoid pay refund allianz travel insurance would cover cost flight wont garuda promise refund try get refund since march email garuda every week keep get response apologize inconvenience regard inquiry internally process currently still wait confirmation inform shortly get information,Negative
83,"✅ Trip Verified |  Denpasar to Amsterdam via JakartaHave flown Garuda Indonesia domestic in economy several times. This time decided to fly their Business Class DPS-CGK-AMS in B777, it was worth it. Cabin crew were very attentive, friendly and service oriented. Food ( Indonesian) that I chose tasted good. Lavatories are bigger than other airlines i have ever flown with. The service matched the price, from VIP check in desk to the smiles. Take a seat and they will do the check in for you. Of course the Sky Priority gate through security. Keep it high Garuda",2020-04-25,denpasar amsterdam via jakartahave flown garuda indonesia domestic economy several time time decide fly business class dpscgkams b777 worth cabin crew attentive friendly service orient food indonesian chose taste good lavatory big airline ever flown service match price vip check desk smile take seat check course sky priority gate security keep high garuda,Positive
84,"✅ Trip Verified |  Jakarta to Amsterdam. Great flight! Scored an entire row of 3 seats so could lie down to sleep, too. Food was the only disappointment, with limited selection and poor quality. Selection of movies offered featured too many Indonesian ones, but enough Western ones to fill one flight's time. Crew lovely, ready to give extra drinks at any time upon request.",2020-04-04,jakarta amsterdam great flight score entire row 3 seat could lie sleep food disappointment limited selection poor quality selection movie offer feature many indonesian one enough western one fill one flight time crew lovely ready give extra drink time upon request,Positive
85,"✅ Trip Verified |  Surabaya to Jakarta. A nearly full flight. The seats were comfortable, the on-screen entertainment identical to that offered on Garuda's long-haul flights, but the in-flight meal just a very basic snack.",2020-04-04,surabaya jakarta nearly full flight seat comfortable onscreen entertainment identical offer garuda longhaul flight inflight meal basic snack,Positive
86,"Not Verified |  Surabaya to Tokyo via Jakarta. I can understand why Garuda Indonesia received 5 stars for their cabin crew. On this occasion, I wanted to refund my tickets regarding the coronavirus pandemic. I called the Call Center regarding the refund policy and they said that it is possible to get a cash refund. So, I decided to ask for a refund the next day. I went to the Ticket Office to be told that my tickets cannot be refunded for cash, and the cancellation also incurs penalties. At first, they told me that cancellation will incur only 2 million IDR, but in fact, I still got charged with tax. In exchange, they offered me a voucher that is exclusive to this airline. The voucher requires me to travel back and forth only to redeem it before use, and the one-year expiry date is a let down.",2020-03-27,surabaya tokyo via jakarta understand garuda indonesia receive 5 star cabin crew occasion want refund ticket regard coronavirus pandemic call call center regard refund policy say possible get cash refund decide ask refund next day go ticket office told ticket refund cash cancellation also incurs penalty first told cancellation incur 2 million idr fact still get charge tax exchange offer voucher exclusive airline voucher require travel back forth redeem use oneyear expiry date let,Negative
87,"✅ Trip Verified |  Bangkok to Jakarta. The booking process with their website was a nightmare, attempt to put my KE frequent flyer number were rejected, choosing special meal was hard. The food serve for an evening flight was a lunch portion, however tasted pretty good. Bangkok check in queue took hours and arrival was confusing even at their best hub at CGK Terminal 3. The cabin interior was overdue for an upgrade, however legroom was great.",2020-03-23,bangkok jakarta book process website nightmare attempt put ke frequent flyer number reject choose special meal hard food serve even flight lunch portion however taste pretty good bangkok check queue take hour arrival confuse even best hub cgk terminal 3 cabin interior overdue upgrade however legroom great,Positive
88,"✅ Trip Verified |  We flew with Garuda to Bali and back. Their service in-flight is very friendly and good. Checking in at AMS was a tiny bit of a hassle, due to the fact that they let this be handled by Swissport - they just changed this, so we didn't know beforehand. Checking in at DPS however was fine. Due to COVID-19 we needed to go back to NL a week early. Garuda offered special treatment as rebooking could be done at no additional cost (!!) which is very generous from them I think (in comparison, KLM, our national carrier in NL stopped flying at all!). I chat with the Garuda team online at saturday morning about our situation, and, believe it or not, that same evening we could fly back to AMS at 19:05! How's that for service? Checking in at DPS was very friendly and helpful. They arranged the new boarding passes for us so we could get back to NL safe and sound. Arriving in AMS we unfortunately found out that our baggage didn't come with us. In these rare conditions, due to the COVID-19 outbreak, a lot of people took extra baggage with them and Garuda was forced to leave a lot of it behind. I heard from multiple other people they had the same issue, but the baggage arrives fine a few days later. At this time of writing we don't have it back, but it has been just one day, and we should get it in about 3 days - so we don't worry too much about this. All in all, flying with this Asian airline the first time, was very pleasant. Seats of the flight (777-300ER 3U3) were quite large and spacious, but we are just shorties (1.7m) so no leg problems here. As we had a free seat next to us on both flights, we had plenty of space. The in-flight services (beverages and drinks) were also fine. We had chicken, rice and some veggies and another time we had salmon, rice and veggies. In between we got some bread and other small snacks. It was so unfortunate for the stewardesses to need to wear masks, as they all looked so friendly. In-flight connectivity was superb, compared to (for example) United, the Wi-Fi speed was so fast that you could even stream movies from Netflix or Prime most of the flight! Also, the pricing for Wi-Fi was acceptable at around 20 euros for 24 hours. As a conclusion I can really recommend flying with Garuda when you're flying from AMS to DPS (or the other way around). They offer very good service, bigger seats and most important, customer comes in front of money-making. Where our national carrier KLM just stopped flying at all, Garuda keeps flying for at least another week to get passengers back home in these difficult crisis times.",2020-03-22,flew garuda bali back service inflight friendly good check am tiny bit hassle due fact let handle swissport change didnt know beforehand check dp however fine due covid19 need go back nl week early garuda offer special treatment rebooking could do additional cost generous think comparison klm national carrier nl stop fly chat garuda team online saturday morning situation believe even could fly back am 1905 hows service check dp friendly helpful arrange new boarding pass us could get back nl safe sound arrive am unfortunately found baggage didnt come us rare condition due covid19 outbreak lot people take extra baggage garuda force leave lot behind heard multiple people issue baggage arrives fine day later time write dont back one day get 3 day dont worry much fly asian airline first time pleasant seat flight 777300er 3u3 quite large spacious shorties 17m leg problem free seat next us flight plenty space inflight service beverage drink also fine chicken rice veggie another time salmon rice veggie get bread small snack unfortunate stewardess need wear mask look friendly inflight connectivity superb compare example united wifi speed fast could even stream movie netflix prime flight also pricing wifi acceptable around 20 euro 24 hour conclusion really recommend fly garuda youre fly am dp way around offer good service big seat important customer come front moneymaking national carrier klm stop fly garuda keep fly least another week get passenger back home difficult crisis time,Positive
89,"✅ Trip Verified | Flew GA683 from Sorong to Jakarta. The check-in area in Sorong airport is quite small, however, the check-in staff were able to handle the large numbers of passengers in a timely manner. We pulled back from the gate a little behind schedule, however, we landed in Jakarta 10 minutes ahead of schedule. The cabin crew were very welcoming and the service throughout the flight was excellent even though the cabin was full. I really appreciate the Garuda Indonesian cabin crew with their positive and friendly attitudes. They go out of their way to make you feel very welcome. After arrival in Jakarta, it took only 10 minutes for my baggage to come out. Overall another great service from Garuda Indonesia.",2020-03-16,flew ga683 sorong jakarta checkin area sorong airport quite small however checkin staff able handle large number passenger timely manner pull back gate little behind schedule however land jakarta 10 minute ahead schedule cabin crew welcome service throughout flight excellent even though cabin full really appreciate garuda indonesian cabin crew positive friendly attitude go way make feel welcome arrival jakarta take 10 minute baggage come overall another great service garuda indonesia,Positive
90,"✅ Trip Verified | Flying Garuda Indonesia on a short-haul flight along with my wife and 8-months old son in Economy Class. It was a busy Sunday afternoon in Adi Sucipto airport, but the ground staff processed our check in with genuine hospitality. On board, the crew welcomed us warmly, engaged with my son and consistently demonstrated helpfulness and friendliness despite the flight being full both in Business and Economy Class. The snack served in Economy Class was two breads, a pack of nuts and a bottle of mineral water. Garuda has added to capacity in some of its Economy Class planes, making the seat pitch and leg room less narrower and for me personally less comfortable. The flight could also have been more enjoyable if Garuda added more movie selection in its in-flight entertainment system. The flight departed and landed on time. We appreciated Garuda for bringing us back to Jakarta safely.",2020-02-25,fly garuda indonesia shorthaul flight along wife 8months old son economy class busy sunday afternoon adi sucipto airport ground staff process check genuine hospitality board crew welcome us warmly engage son consistently demonstrate helpfulness friendliness despite flight full business economy class snack serve economy class two bread pack nut bottle mineral water garuda add capacity economy class plane make seat pitch leg room less narrower personally less comfortable flight could also enjoyable garuda add movie selection inflight entertainment system flight depart land time appreciate garuda bring us back jakarta safely,Positive
91,"✅ Trip Verified | Flew Jakarta-Sorong on GA862 the overnight flight. The check-in process was fast and efficient as was the security check. The lounge was quiet as it was late evening, however snacks and soft drinks were available in several area's within the lounge. The Boarding process was controlled and the cabin crew gave a very warm welcome upon boarding. We pulled back from the gate on schedule, however we had a long taxi to the runway, however that did not impact the arrival time in Sorong. Once airborne the cabin crew offered a selection of meals, however I opted for a sandwich. Prior to landing in the cabin crew again offered snacks and warm and cold drinks. Baggage was delivered very promptly i.e. approx. 5 minutes after arrival. Overall great flight.",2020-02-20,flew jakartasorong ga862 overnight flight checkin process fast efficient security check lounge quiet late even however snack soft drink available several area within lounge boarding process control cabin crew give warm welcome upon boarding pull back gate schedule however long taxi runway however impact arrival time sorong airborne cabin crew offer selection meal however opt sandwich prior land cabin crew offer snack warm cold drink baggage deliver promptly ie approx 5 minute arrival overall great flight,Positive
92,✅ Trip Verified |  Very disappointed with our flight from Bali to Sydney. The air conditioning was freezing cold or absent so we spent the night trying to get warm or get some air. Food served to me was horrible.  My mother in law is a diabetic and fortunately we had some chocolate bars with us for her to eat.,2020-02-18,disappointed flight bali sydney air conditioning freeze cold absent spent night try get warm get air food serve horrible mother law diabetic fortunately chocolate bar us eat,Negative
93,"✅ Trip Verified |  Beijing to Denpasar Bali. Disappointed by Garuda Indonesia on this specific service, especially when compared to their other A330 flights from Denpasar or Jakarta to Australian destinations. The aircraft is older than most other A330 services (built in 1998) and its interior appears to have stayed the same, with no inflight entertainment screens, comparably tiny overhead baggage bins, seat pitch of around 31 inches in an all economy layout. It seems like GA operates most of its oldest aircraft in all economy configurations on flights from Indonesia to Beijing, due to the comparatively high percentage of tourists who are very sensitive to price. However, at a similar price to other both Chinese airlines and international ones offering a connection, it's definitely a hard one for GA to stand out from the crowd, even if at a comparatively lower price. However, on the good side, the fantastic cabin crew service as well as its food is still shown on this flight.",2020-02-14,beijing denpasar bali disappointed garuda indonesia specific service especially compare a330 flight denpasar jakarta australian destination aircraft old a330 service built 1998 interior appear stayed inflight entertainment screen comparably tiny overhead baggage bin seat pitch around 31 inch economy layout seem like ga operates old aircraft economy configuration flight indonesia beijing due comparatively high percentage tourist sensitive price however similar price chinese airline international one offering connection definitely hard one ga stand crowd even comparatively low price however good side fantastic cabin crew service well food still show flight,Positive
94,"✅ Trip Verified |  Melbourne to Denpasar Bali. Overall a very pleasant experience and lives up to its 5 star rating and best cabin crew awards.  Legroom is amazing. It appears to be at least 34 inches, and coming from other airlines offering 31 inch legrooms on international flights this is immediately apparent. In fact, it is so roomy when you need to get out of your seat your seat mate won't even need to get out of his/her chair, only needing to tuck their legs a bit back and you are out. Food provided was very pleasant, with metal cutlery provided in addition to multiple frequent drink services. On this specific route, I would definitely recommend Garuda Indonesia over other airlines simply because of the experience you get from them.",2020-02-14,melbourne denpasar bali overall pleasant experience life 5 star rating best cabin crew award legroom amaze appear least 34 inch come airline offering 31 inch legrooms international flight immediately apparent fact roomy need get seat seat mate wont even need get hisher chair need tuck leg bit back food provide pleasant metal cutlery provide addition multiple frequent drink service specific route would definitely recommend garuda indonesia airline simply experience get,Positive
95,"✅ Trip Verified |  Jakarta to Tokyo Haneda in First Class. Yet another excellent flight on Garuda Indonesia. As it was a late night flight I chose to sleep and had pre-ordered my breakfast, which was served approx. 1.5 hours prior to landing. The food was delicious. The crew were very friendly, helpful and provided excellent service, they really made the flight enjoyable. We arrived in Haneda, Tokyo on time and I was escorted via immigration and customs by the Garuda Haneda ground staff. Overall great flight and experience. Garuda Indonesia also provides a free wi-fi voucher and the connectivity was excellent.",2020-02-12,jakarta tokyo haneda first class yet another excellent flight garuda indonesia late night flight chose sleep preordered breakfast serve approx 15 hour prior land food delicious crew friendly helpful provide excellent service really make flight enjoyable arrive haneda tokyo time escort via immigration custom garuda haneda ground staff overall great flight experience garuda indonesia also provide free wifi voucher connectivity excellent,Positive
96,"✅ Trip Verified |  Boeing 737-800 from Tanjung Pandan, Belitung Island to Semarang, Central Java via Jakarta. The hospitality started from the ground staff in Tanjung Pandan who helped me politely in issuing my boarding pass since I had a connecting flight to Semarang. As it was my first time to fly from Tanjung Pandan airport, the staff was informative and patient in explaining airport facilities and the directions. On board, the cabin crew welcomed and served me with warmth. The menu was fruit cream puff and chicken croquette, the taste was amazing. Landed in Jakarta on time then proceeded to transfer service desk where the staff helped me about my connecting flight. On Jakarta-Semarang leg, the cabin crew were warm and smiley. The menu served was tasty chicken bread. The flights could have been better if the in-flight entertainment movies were updated and added with some new releases. Overall, Garuda Indonesia showed its class in delivering high level genuine hospitality.",2020-02-04,boeing 737800 tanjung pandan belitung island semarang central java via jakarta hospitality start ground staff tanjung pandan help politely issue boarding pas since connect flight semarang first time fly tanjung pandan airport staff informative patient explain airport facility direction board cabin crew welcome serve warmth menu fruit cream puff chicken croquette taste amaze land jakarta time proceed transfer service desk staff help connect flight jakartasemarang leg cabin crew warm smiley menu serve tasty chicken bread flight could well inflight entertainment movie update add new release overall garuda indonesia show class deliver high level genuine hospitality,Positive
97,"✅ Trip Verified |  Palembang to Jakarta. The cabin staff were friendly, kind, helpful, and respectful. Their smile was warm like they did their job from their heart even though it was a full plane.",2020-02-02,palembang jakarta cabin staff friendly kind helpful respectful smile warm like job heart even though full plane,Positive
98,"✅ Trip Verified |  Amsterdam to Jakarta via Medan. The check in process was adequate, however it was more like a transaction rather than a check in as the person checking m in seemed bored. I note that Garuda use agents in Amsterdam rather than their own team. Garuda uses the KLM lounge in Amsterdam which is quit large, however it is mainly full from early morning until midday, therefore very difficult to find a seat. Therefore I went straight to the gate and waiting for boarding. We boarded on time, however the aircraft pulled back a little behind schedule, but that did not delay our arrival in Medan. Onboard the cabin crew started serving drinks as soon as we sat down and also took note of what I wanted after take off. The menu selection of food and drinks was quite good and the crew keep coming around offering snacks and drinks after main meal was served. The main meal which I chose was the COD and it tasted very good and was well presented. After arrival in Medan I was assisted through immigration and baggage collection. After clearing customs my baggage was taken by the ground staff for forwarding to the Jakarta flight. The Medan-Jakarta sector again was good as their was a selection of Asian and western food available for breakfast. Again the service onboard was very good. With the exception of the check in experience and lack of seating in the KLM Lounge in Amsterdam, overall it was an excellent flight with outstanding onboard service.",2020-01-28,amsterdam jakarta via medan check process adequate however like transaction rather check person check seem bore note garuda use agent amsterdam rather team garuda us klm lounge amsterdam quit large however mainly full early morning midday therefore difficult find seat therefore go straight gate wait boarding board time however aircraft pull back little behind schedule delay arrival medan onboard cabin crew start serve drink soon sat also take note want take menu selection food drink quite good crew keep come around offering snack drink main meal serve main meal chose cod taste good well present arrival medan assist immigration baggage collection clearing custom baggage take ground staff forward jakarta flight medanjakarta sector good selection asian western food available breakfast service onboard good exception check experience lack seat klm lounge amsterdam overall excellent flight outstanding onboard service,Positive
99,"✅ Trip Verified |  Amsterdam to Denpasar via Medan. I was initially excited to be travelling with Garuda on the new A330 neo. However that excitement soon faded and the worst business class flight I have ever taken. First of all the crew weren’t ready when we boarded, no alcoholic drinks were offered pre take off. It took them 3 hours to serve lunch. The starter was a prawn and the main course of beef was as tough as an old boot. Service continued to be incredibly slow throughout the flight. The thing that got my blood boiling was when a member of crew asked whether an ill member of crew could sit next to me? I said no because I didn’t want to catch what they had. To my amazement this was ignored and when I returned from the toilet the said crew member was asleep  next to me! I will never fly with them again.",2020-01-27,amsterdam denpasar via medan initially excite travel garuda new a330 neo however excitement soon fade bad business class flight ever take first crew werent ready board alcoholic drink offer pre take take 3 hour serve lunch starter prawn main course beef tough old boot service continued incredibly slow throughout flight thing get blood boil member crew ask whether ill member crew could sit next say didnt want catch amazement ignore return toilet say crew member asleep next never fly,Negative
100,✅ Trip Verified |  Denpasar to London via Medan. We settled on the Boeing 777 for return leg luckily as the A330 was awful. The cabin crew were amazing and food was decent. It's definitely worth seeing which aircraft it is before booking. IFE still awful and nothing new. Luckily the live sports made up for it.,2020-01-20,denpasar london via medan settle boeing 777 return leg luckily a330 awful cabin crew amaze food decent definitely worth see aircraft book ife still awful nothing new luckily live sport make,Positive
101,"✅ Trip Verified |  Jakarta to Amsterdam via Medan. The ground experience was very smooth in Jakarta,  The flight was excellent even though it was slightly longer due to re-routing via Saudi and Egypt due to the recent Iranian incident. Two meals were served - dinner and breakfast and snacks were available through out the flight, I was tired, therefore I opted to sleep. My seat was very comfortable and I slept for 7 hours. The breakfast was delicious with the onboard Chef adding his personal touch. The cabin crew were extremely friendly and provided an excellent service. Wi-Fi was available on the Medan to Amsterdam flight.",2020-01-19,jakarta amsterdam via medan ground experience smooth jakarta flight excellent even though slightly longer due rerouting via saudi egypt due recent iranian incident two meal serve dinner breakfast snack available flight tire therefore opt sleep seat comfortable slept 7 hour breakfast delicious onboard chef add personal touch cabin crew extremely friendly provide excellent service wifi available medan amsterdam flight,Positive
102,✅ Trip Verified |  Denpasar to Sydney departing later today. My parents were flying business class and checked their bags in but were 50kg under the 80kg limit so they took our bags as well. All of our bags were able to be checked in except for one with the priority sticker which doesn't make any sense considering the bags are going on the same plane.  The service was poor with the inability to understand our request and allow one more bag to be put with priority so that they all come out at once.,2020-01-14,denpasar sydney depart later today parent fly business class checked bag 50kg 80kg limit take bag well bag able checked except one priority sticker doesnt make sense consider bag go plane service poor inability understand request allow one bag put priority come,Negative
103,✅ Trip Verified |  London to Denpasar via Medan. The cabin crew were some of the best and you could see why they've won so many awards. We found the A330 quiet compared to a 777. Te Food was good. The IFE was absolutely shocking in terms of TV. Have had better 20 years ago. Would also question the flat bed. Although it is flat it's also angled and thin. Definitely not the comfiest. Would try and choose a different airline next time. When we booked it was direct with 1x2x1 seating but they made us stop and put us in 2x2x2 so wasn't a great start.,2020-01-14,london denpasar via medan cabin crew best could see theyve many award found a330 quiet compare 777 te food good ife absolutely shock term tv well 20 year ago would also question flat bed although flat also angle thin definitely comfiest would try choose different airline next time book direct 1x2x1 seat make us stop put us 2x2x2 wasnt great start,Positive
104,"✅ Trip Verified |  Denpasar to Sydney. There is a big difference with Garuda depending on the configuration of the aircraft. Unfortunately this flight was the old configuration and was not a true lie flat bed. The IFE on Garuda is never great but this was as poor. Garuda also seem to struggle in Business Class when the flight is full. I have to say that the service on this flight could have been much better. On boarding there was no introduction by the FA, we then had to wait for an hour to get a glass of wine off the crew and this was not replenished without asking. As it was a late flight there was not dinner service and the breakfast. was tasty but service was haphazard. Overall not the best experience in Business Class.",2020-01-13,denpasar sydney big difference garuda depend configuration aircraft unfortunately flight old configuration true lie flat bed ife garuda never great poor garuda also seem struggle business class flight full say service flight could much well boarding introduction fa wait hour get glass wine crew replenish without ask late flight dinner service breakfast tasty service haphazard overall best experience business class,Positive
105,"Not Verified |  The flight to Bali was not too bad but breakfast was pretty ordinary. Our flight home on Sunday 5th January was terrible. The meal was one of the worst we have had I asked for a glass of red wine for my self and white wine for my wife. The wine was given to us in paper cups. Later we asked for a coke and a sprite, again served in a paper cup. The cans were warm and no ice was offered. The seats were uncomfortable.  We flew with Garuda the same time back in 2018 and there were no problems then. We fly to Bali the same time every year and have flown with low cost airlines (Airasia, Malindo Air and Batik ) and received better service. We will never fly with Garuda again.",2020-01-12,flight bali bad breakfast pretty ordinary flight home sunday 5th january terrible meal one bad ask glass red wine self white wine wife wine give us paper cup later ask coke sprite serve paper cup can warm ice offer seat uncomfortable flew garuda time back 2018 problem fly bali time every year flown low cost airline airasia malindo air batik receive well service never fly garuda,Negative
106,"✅ Trip Verified |  Beijing to Denpasar on 27th December and I  do not understand how the airline received 5 stars. The airline used quite old aircraft, 23 years old, as a result it cannot give enough comfort. The cabin interior looked not very fresh and some elements definitely needed to be repaired. For example, there was a hole between an upper panel and a wall, it vibrated during the flight. I was really surprised there was no onboard entertainment system and no USB-socket. Seat pitch was very small and felt like a low-cost airline. My food was very poor and they didn't serve any wine to me. ",2020-01-10,beijing denpasar 27th december understand airline receive 5 star airline use quite old aircraft 23 year old result give enough comfort cabin interior look fresh element definitely need repair example hole upper panel wall vibrate flight really surprised onboard entertainment system usbsocket seat pitch small felt like lowcost airline food poor didnt serve wine,Positive
107,"✅ Trip Verified |  Jakarta to Sorong. Check in was straight forward and quick as was the security. I was escorted from the check-in through to the lounge by the Ms Rosma the Garuda ground support manager and one of her team. When time came for boarding I greeted at the aircraft door with a warm welcome and a smile. We pulled back from the gate a little ahead of schedule, however we had a long taxi ride to the runway. Shortly after take-off the main meal was served. The choice was two Asian rice dishes only with a choice of soft or warm drinks. I opted for a only bread roll. More hot & cold drinks and snacks were served throughout the 3.40 hour flight. 30 minutes prior to landing in Sorong a bread roll was offered together with hot or cold drinks. Throughout the flight the toilets were cleaned and the cabin crew were very attentive through the flight. There were only two cabin crew in the business class section, which was full, however they provided a very good level of service and they were very polite and courteous. We landed in Sorong on schedule, however I had to wait nearly 45 minutes for my baggage.",2020-01-10,jakarta sorong check straight forward quick security escort checkin lounge m rosma garuda ground support manager one team time come boarding greet aircraft door warm welcome smile pull back gate little ahead schedule however long taxi ride runway shortly takeoff main meal serve choice two asian rice dish choice soft warm drink opt bread roll hot cold drink snack serve throughout 340 hour flight 30 minute prior land sorong bread roll offer together hot cold drink throughout flight toilet clean cabin crew attentive flight two cabin crew business class section full however provide good level service polite courteous land sorong schedule however wait nearly 45 minute baggage,Positive
108,"✅ Trip Verified |  Tokyo Haneda to Jakarta with my family on the 11:45am on GA875. The check in area was very busy, however Mr Kohdai the Garuda ground handling manager was on hand to help and assist. With his help we were checked in very quickly and then escorted through security, immigration and into the lounge. The lounge used by Garuda at Haneda is also used by other airlines, therefore was very busy, however we were able to find a place for us to sit together. The food and drinks available in the lounge was adequate. When time came for boarding the Garuda ground support team were on hand to escort us to the plane. At the plane we were greeted at the door by the cabin crew who provided us with a very warm welcome. They certainly know how to treat their passengers and make you feel very welcome. There was a very good selection of food and drinks available and the quality, presentation and taste was excellent. Although the Cabin was full the Cabin crew kept coming around and offering warm and cold drinks together with snacks. They even went out of their way to help and assist my two children with additional snacks through out the flight. Additionally on the flight Garuda provides free onboard Wi Fi for the total duration of the flight and the speed of connection was quite impressive. Upon arrival in Jakarta we were met at the plane door by the Garuda ground service team who helped me and my family through immigration, baggage collection and directly to the cars provided by Garuda to take us to our accommodation. Another outstanding service from Garuda Cabin Crew and Ground support teams.",2020-01-01,tokyo haneda jakarta family 1145am ga875 check area busy however mr kohdai garuda ground handle manager hand help assist help checked quickly escort security immigration lounge lounge use garuda haneda also use airline therefore busy however able find place us sit together food drink available lounge adequate time come boarding garuda ground support team hand escort us plane plane greet door cabin crew provide us warm welcome certainly know treat passenger make feel welcome good selection food drink available quality presentation taste excellent although cabin full cabin crew kept come around offering warm cold drink together snack even go way help assist two child additional snack flight additionally flight garuda provide free onboard wi fi total duration flight speed connection quite impressive upon arrival jakarta met plane door garuda ground service team help family immigration baggage collection directly car provide garuda take us accommodation another outstanding service garuda cabin crew ground support team,Positive
